[ T-Track ]
    title = [t-track] in xyz mesh
     mesh =  xyz            # mesh type is xyz scoring mesh
  0.000E+00  0.000E+00  2.207E+02  1.434E+04  1.064E+04  0.000E+00  4.748E+03  1.007E+04  0.000E+00  5.839E+03
  0.000E+00  0.000E+00  0.000E+00  6.817E+03  9.504E+03  1.365E+04  1.610E+04  2.148E+04  1.139E+04  9.502E+03
  1.640E+04  1.478E+04  0.000E+00  0.000E+00  0.000E+00  0.000E+00  1.955E+04  7.252E+03  3.061E+03  8.094E+03
  6.283E+03  2.567E+03  0.000E+00  0.000E+00  6.060E+03  1.746E+04  6.996E+03  8.328E+03  2.034E+04  1.132E+04
  1.678E+04  7.045E+03  6.420E+03  1.624E+03  6.379E+03  1.244E+04  7.653E+03  1.367E+04  1.399E+04  4.794E+03
  1.608E+04  1.828E+04  7.817E+03  2.497E+04  1.388E+04  9.026E+03  8.981E+03  9.511E+03  1.833E+04  1.372E+04
  3.043E+03  2.797E+04  3.197E+04  2.275E+04  2.319E+04  2.707E+04  4.007E+03  2.268E+04  6.699E+02  8.723E+03
  1.532E+04  2.179E+04  4.492E+04  2.346E+04  1.932E+04  1.468E+03  1.530E+04  2.311E+04  2.369E+04  1.832E+04
  1.548E+04  2.788E+04  2.865E+04  2.443E+04  4.199E+04  5.072E+02  0.000E+00  0.000E+00  2.165E+04  2.014E+04
  2.287E+04  2.210E+04  2.935E+04  1.538E+04  1.146E+04  1.917E+04  2.012E+03  1.802E+04  1.477E+04  1.381E+04
  3.071E+04  8.984E+03  2.306E+04  2.855E+04  1.883E+04  3.319E+04  2.812E+04  2.936E+04  2.063E+04  2.266E+04
  4.385E+04  4.814E+04  2.147E+04  7.116E+04  3.060E+04  4.190E+04  2.656E+04  5.347E+03  2.231E+04  1.726E+04
  2.416E+03  2.087E+04  4.350E+04  1.497E+04  2.801E+04  2.041E+04  1.114E+04  2.035E+04  1.583E+04  4.034E+04
  1.829E+04  2.567E+04  1.034E+04  3.415E+04  2.350E+04  2.202E+04  3.253E+04  3.883E+04  3.402E+04  3.917E+04
  2.688E+04  4.486E+04  3.332E+04  2.319E+04  0.000E+00  2.566E+04  1.955E+04  1.838E+04  2.427E+04  3.929E+04
  4.633E+04  3.234E+04  8.180E+03  1.272E+04  1.546E+04  4.393E+04  2.555E+04  2.517E+04  1.309E+04  3.071E+04
  2.714E+04  2.220E+04  3.321E+04  2.529E+04  2.574E+04  3.689E+04  2.181E+04  2.415E+04  1.606E+04  2.226E+04
  1.850E+04  2.559E+04  3.470E+04  3.445E+04  5.908E+04  1.762E+04  5.307E+04  2.144E+04  4.503E+04  5.902E+04
  3.041E+04  5.230E+04  4.821E+04  4.723E+04  3.793E+04  3.520E+04  3.376E+04  5.253E+04  2.664E+04  4.191E+04
  3.850E+04  3.000E+04  5.484E+04  4.103E+04  5.494E+04  3.410E+04  3.561E+04  4.284E+04  2.694E+04  5.691E+04
  3.787E+04  7.023E+04  4.599E+04  4.686E+04  3.616E+04  5.006E+04  3.673E+04  4.618E+04  5.161E+04  5.754E+04
  4.477E+04  2.948E+04  4.604E+04  4.359E+04  5.074E+04  4.480E+04  3.118E+04  1.082E+04  1.585E+04  3.178E+04
  4.652E+04  2.548E+04  3.563E+04  3.158E+04  2.706E+04  1.935E+04  1.349E+04  1.245E+04  1.791E+04  2.332E+04
  3.102E+04  8.221E+03  1.933E+04  1.477E+04  2.761E+04  2.986E+04  2.196E+04  1.234E+04  1.067E+04  9.722E+03
  7.569E+02  2.103E+04  4.610E+04  3.136E+04  1.704E+04  2.442E+04  1.301E+04  2.064E+04  1.648E+04  1.453E+04
  1.198E+04  1.433E+04  3.864E+04  1.497E+04  6.399E+03  4.012E+02  1.079E+04  1.650E+04  1.223E+04  2.588E+04
  3.538E+04  2.471E+04  6.516E+03  6.621E+03  0.000E+00  0.000E+00  3.110E+03  2.244E+04  2.468E+04  1.357E+04
  1.221E+04  2.006E+04  1.895E+04  1.958E+04  2.186E+04  1.106E+04  2.168E+04  2.736E+04  2.182E+04  1.282E+04
  9.387E+03  9.387E+03  1.541E+04  8.576E+03  6.778E+03  0.000E+00  1.540E+04  2.755E+04  1.551E+04  1.653E+04
  1.450E+04  9.072E+03  0.000E+00  6.008E+03  0.000E+00  6.466E+03  4.755E+03  7.255E+03  1.260E+04  2.783E+04
  3.130E+04  9.847E+03  1.601E+04  1.224E+04  1.908E+04  1.739E+04  8.972E+03  1.871E+04  1.873E+04  9.949E+03
  1.751E+04  1.247E+04  1.012E+04  2.280E+04  7.516E+03  1.343E+04  1.327E+04  3.018E+03  3.062E+04  1.268E+04
  5.420E+03  5.396E+03  5.681E+03  3.582E+03  9.609E+03  1.117E+03  1.278E+04  1.655E+04  7.137E+03  1.789E+04
  4.645E+03  1.312E+04  2.013E+04  1.291E+04  2.035E+03  5.262E+03  3.123E+04  9.844E+03  9.501E+03  1.170E+04
  1.464E+04  2.631E+04  5.382E+03  0.000E+00  4.777E+02  3.039E+03  1.604E+04  4.198E+03  0.000E+00  0.000E+00
  9.658E+03  3.460E+03  3.020E+02  1.376E+04  5.670E+03  6.100E+03  6.324E+03  7.675E+03  2.546E+03  1.527E+04
  1.190E+04  9.454E+03  1.982E+04  7.145E+03  6.672E+03  2.656E+04  1.543E+04  9.509E+03  6.616E+03  1.274E+04
  1.692E+04  1.370E+04  4.220E+03  0.000E+00  1.185E+04  5.177E+03  1.080E+04  3.543E+03  5.294E+03  1.306E+04
  0.000E+00  3.793E+03  5.124E+03  6.487E+03  5.269E+03  4.977E+03  9.614E+03  2.615E+04  1.918E+04  0.000E+00
  1.223E+04  4.562E+03  0.000E+00  2.757E+03  2.075E+02  1.151E+04  8.063E+03  1.701E+04  1.813E+04  2.378E+04
  7.022E+03  1.001E+04  0.000E+00  2.045E+04  5.680E+03  1.012E+04  1.751E+04  0.000E+00  2.569E+03  1.040E+04
  1.967E+02  2.365E+04  4.865E+03  6.258E+03  6.490E+03  5.026E+03  1.849E+04  2.582E+04  4.561E+03  5.583E+03
  1.577E+04  2.729E+04  2.243E+04  1.684E+04  1.582E+04  1.724E+04  1.805E+03  2.342E+04  1.442E+04  8.759E+03
  2.598E+04  3.137E+04  4.674E+04  1.693E+04  9.747E+03  1.324E+04  1.764E+04  1.216E+04  1.166E+04  1.728E+04
  1.855E+04  1.057E+04  2.540E+04  3.448E+04  1.187E+04  2.691E+04  3.436E+04  4.126E+04  2.396E+04  3.778E+04
  3.997E+04  5.128E+04  2.764E+04  5.221E+04  4.251E+04  3.245E+03  1.484E+03  1.515E+03  2.095E+03  1.987E+04
  1.045E+04  4.326E+04  1.331E+04  1.613E+04  1.640E+04  1.836E+04  3.246E+04  1.937E+04  1.492E+04  2.066E+04
  4.548E+03  1.576E+04  4.871E+03  1.579E+04  8.244E+03  0.000E+00  1.115E+04  2.004E+04  4.651E+03  2.218E+04
  9.035E+03  1.142E+04  0.000E+00  0.000E+00  7.598E+03  1.790E+04  1.507E+04  4.704E+03  1.960E+04  1.693E+04
  1.241E+04  7.642E+03  1.895E+04  8.597E+03  9.643E+03  0.000E+00  7.330E+03  3.524E+03  1.856E+03  1.224E+04
  1.310E+03  4.612E+03  1.116E+04  1.627E+03  7.625E+03  6.553E+03  5.389E+03  7.313E+03  0.000E+00  6.224E+03
  9.504E+03  9.504E+03  9.504E+03  5.293E+03  1.699E+04  1.969E+04  1.857E+04  1.258E+03  0.000E+00  1.688E+04
  9.181E+03  0.000E+00  0.000E+00  0.000E+00  5.882E+02  2.102E+04  1.472E+03  3.605E+03  7.550E+03  1.766E+03
  0.000E+00  0.000E+00  6.681E+03  9.712E+03  1.105E+04  1.105E+04  1.484E+04  1.257E+04  7.228E+03  5.626E+03
  8.029E+03  5.347E+03  6.086E+03  3.563E+03  1.165E+04  1.010E+04  8.906E+03  6.727E+03  2.496E+03  1.003E+04
  7.364E+03  1.732E+04  1.220E+04  5.843E+03  1.563E+04  1.279E+04  1.412E+04  1.001E+04  1.373E+04  2.841E+04
  2.884E+04  3.476E+04  3.540E+04  1.400E+04  1.569E+04  1.027E+04  6.863E+03  2.041E+04  1.509E+04  1.129E+04
  1.246E+04  4.169E+04  2.361E+04  2.456E+04  2.535E+04  1.141E+04  1.499E+04  1.274E+04  2.245E+04  7.488E+03
  1.955E+04  4.269E+04  2.559E+04  3.923E+04  3.156E+04  1.547E+04  1.096E+04  1.278E+04  2.044E+04  1.546E+04
  4.853E+04  2.819E+04  1.455E+04  1.460E+04  1.979E+04  1.450E+04  8.301E+03  8.359E+03  3.425E+04  2.442E+04
  4.629E+02  0.000E+00  2.263E+04  2.544E+04  4.727E+04  2.953E+04  9.106E+03  2.827E+04  3.656E+04  2.984E+04
  3.347E+04  2.422E+04  2.993E+04  4.140E+04  6.340E+04  2.184E+04  3.409E+04  1.121E+04  1.337E+04  2.669E+04
  8.245E+03  2.208E+04  2.921E+04  2.606E+04  2.464E+04  1.425E+04  1.381E+04  1.901E+04  1.601E+04  2.426E+04
  9.816E+03  4.110E+04  2.705E+04  3.041E+04  2.438E+04  2.575E+04  2.890E+04  3.300E+04  2.346E+04  5.037E+04
  3.916E+04  2.988E+04  2.634E+04  3.138E+04  2.481E+03  2.891E+04  1.817E+04  4.044E+04  2.871E+04  3.441E+04
  1.681E+04  2.477E+04  1.601E+04  1.494E+04  2.423E+04  2.548E+04  1.494E+03  3.088E+04  3.608E+04  1.512E+04
  1.010E+04  3.488E+04  3.546E+04  3.735E+04  2.382E+04  1.426E+04  3.011E+04  1.852E+04  2.996E+04  2.132E+04
  2.275E+04  1.313E+04  2.950E+04  6.302E+04  3.049E+04  3.439E+04  3.589E+04  3.301E+03  2.702E+04  8.509E+04
  3.909E+04  4.329E+04  5.294E+04  3.855E+04  3.180E+04  2.513E+04  2.620E+04  3.671E+04  1.868E+04  5.556E+04
  4.092E+04  3.194E+04  6.000E+04  3.368E+04  6.202E+04  2.840E+04  3.106E+04  3.395E+04  3.669E+04  6.088E+04
  3.142E+04  4.037E+04  5.277E+04  3.734E+04  4.989E+04  4.692E+04  4.649E+04  2.403E+04  6.225E+04  3.686E+04
  6.637E+04  2.593E+04  3.239E+04  3.273E+04  2.171E+04  3.572E+04  3.269E+04  2.668E+04  1.692E+04  3.996E+04
  3.432E+04  2.440E+04  1.501E+04  4.988E+04  2.444E+04  2.371E+04  0.000E+00  1.655E+04  1.856E+04  1.707E+04
  2.266E+04  9.475E+03  8.958E+03  1.686E+04  1.750E+04  9.590E+03  1.922E+04  4.096E+03  4.859E+03  1.335E+04
  7.579E+03  1.721E+03  1.561E+04  3.881E+04  3.277E+04  2.754E+04  1.539E+04  1.716E+04  2.112E+04  1.217E+02
  4.797E+03  1.034E+04  1.495E+04  4.122E+04  1.685E+04  5.433E+03  7.134E+03  1.211E+04  2.679E+04  2.041E+04
  2.207E+04  3.837E+04  3.792E+04  2.100E+04  9.387E+03  1.060E+04  2.474E+04  2.150E+04  2.422E+04  2.102E+04
  3.095E+04  5.423E+03  0.000E+00  4.765E+03  1.656E+04  9.563E+03  3.520E+03  1.794E+03  9.176E+03  1.952E+04
  1.140E+04  6.294E+03  2.164E+03  3.575E+03  8.621E+03  7.712E+02  1.300E+04  1.899E+04  2.053E+04  1.891E+04
  2.190E+04  2.043E+04  3.754E+03  2.128E+03  0.000E+00  1.181E+04  3.814E+03  9.145E+03  8.729E+03  7.467E+03
  2.537E+04  1.749E+04  1.990E+04  2.538E+04  8.149E+03  2.986E+03  1.084E+04  7.195E+03  5.067E+03  1.934E+04
  1.320E+04  1.627E+04  1.773E+04  2.594E+04  0.000E+00  5.554E+02  5.298E+03  2.576E+03  1.011E+04  1.837E+04
  4.128E+03  0.000E+00  1.161E+04  9.351E+03  1.274E+03  7.268E+03  0.000E+00  1.789E+04  2.869E+03  1.022E+04
  1.468E+04  1.968E+04  9.424E+03  5.509E+03  1.370E+04  1.673E+04  3.269E+04  9.867E+02  0.000E+00  5.325E+03
  4.332E+03  5.370E+03  1.007E+04  1.585E+04  9.478E+03  3.438E+03  1.214E+04  1.445E+04  0.000E+00  1.467E+04
  5.756E+03  0.000E+00  9.020E+03  6.164E+03  0.000E+00  2.305E+03  1.163E+04  5.315E+03  3.999E+03  2.570E+03
  2.032E+03  0.000E+00  5.068E+02  1.337E+04  1.931E+04  2.183E+04  1.281E+04  5.945E+03  1.847E+04  3.237E+04
  3.714E+04  1.913E+04  4.957E+03  1.469E+03  4.625E+03  2.012E+04  6.268E+03  2.192E+03  1.735E+04  5.317E+03
  0.000E+00  1.748E+04  8.687E+03  1.010E+04  5.535E+03  2.035E+03  1.167E+03  1.821E+04  1.714E+04  5.431E+03
  1.680E+04  1.040E+04  0.000E+00  5.075E+03  9.640E+03  4.190E+03  5.571E+03  1.591E+04  1.363E+04  0.000E+00
  0.000E+00  0.000E+00  1.038E+04  1.329E+04  9.804E+03  1.537E+04  1.491E+04  0.000E+00  1.361E+04  8.783E+03
  1.329E+04  1.790E+04  7.226E+02  6.204E+03  8.843E+03  9.060E+03  1.141E+04  4.650E+03  9.023E+03  1.874E+04
  3.875E+03  1.263E+04  1.772E+04  1.268E+04  6.428E+03  7.568E+03  1.727E+04  1.585E+04  2.538E+04  2.587E+04
  1.911E+04  3.409E+04  5.770E+03  3.980E+03  2.224E+04  1.685E+04  3.966E+03  1.180E+04  1.700E+04  2.371E+04
  1.459E+04  2.898E+04  9.084E+03  4.238E+04  1.013E+04  2.880E+04  2.176E+04  3.142E+04  3.308E+04  5.364E+04
  5.515E+04  5.809E+04  3.687E+04  3.483E+04  3.530E+04  8.183E+03  1.747E+04  1.568E+04  1.820E+04  2.670E+04
  1.683E+04  4.016E+04  1.619E+04  1.638E+04  2.718E+04  2.094E+04  1.474E+04  8.622E+03  1.975E+04  8.036E+03
  1.132E+04  1.033E+04  1.560E+04  2.519E+04  8.633E+03  6.444E+02  2.009E+04  7.162E+03  7.895E+03  2.582E+04
  7.441E+03  1.490E+04  1.037E+04  0.000E+00  5.913E+03  8.193E+03  0.000E+00  1.820E+02  2.500E+04  2.922E+04
  1.285E+04  5.184E+02  6.444E+03  1.750E+04  9.775E+03  1.232E+04  3.370E+03  1.011E+04  8.065E+03  1.520E+04
  5.351E+03  0.000E+00  1.053E+04  0.000E+00  0.000E+00  1.313E+04  8.115E+03  3.172E+03  2.836E+03  0.000E+00
  6.471E+03  9.502E+03  1.017E+04  1.706E+04  9.862E+03  6.042E+03  0.000E+00  2.062E+03  2.042E+04  3.579E+03
  0.000E+00  0.000E+00  0.000E+00  2.649E+03  2.043E+04  0.000E+00  4.149E+03  7.006E+03  3.912E+03  1.483E+03
  1.945E+03  0.000E+00  1.268E+03  1.523E+04  2.086E+04  3.160E+03  6.729E+03  0.000E+00  4.469E+03  5.560E+03
  5.714E+03  5.347E+03  6.086E+03  1.405E+04  1.370E+04  7.404E+03  2.970E+03  6.636E+03  8.720E+03  1.103E+04
  2.390E+03  4.936E+03  0.000E+00  1.485E+04  1.428E+04  2.602E+04  6.497E+03  1.566E+03  2.305E+04  4.053E+04
  3.289E+04  1.524E+04  2.969E+04  6.578E+03  1.807E+04  8.199E+03  1.125E+04  2.317E+04  2.129E+03  1.238E+04
  5.552E+04  1.905E+04  2.138E+04  1.650E+04  2.566E+04  9.241E+03  5.385E+03  0.000E+00  1.236E+04  2.827E+04
  3.651E+04  3.833E+04  5.957E+04  1.119E+04  4.000E+04  1.013E+04  6.050E+03  1.232E+04  2.023E+04  3.849E+04
  3.230E+04  1.110E+04  2.052E+04  2.827E+04  8.441E+03  1.434E+04  2.402E+04  2.149E+04  1.071E+04  7.369E+03
  0.000E+00  1.486E+04  3.122E+04  2.421E+04  5.719E+04  1.648E+04  2.463E+04  4.241E+04  3.806E+04  2.073E+04
  3.890E+04  2.352E+04  4.113E+04  1.503E+04  7.187E+04  2.065E+04  3.982E+04  8.088E+03  1.630E+04  3.039E+04
  1.388E+04  3.018E+04  2.624E+04  2.779E+04  2.380E+04  1.503E+04  1.608E+04  6.082E+03  3.360E+04  2.100E+04
  4.625E+03  5.021E+04  2.850E+04  1.930E+04  2.237E+04  2.963E+04  2.400E+04  1.936E+04  3.803E+04  3.890E+04
  2.307E+04  3.888E+04  2.793E+04  3.648E+04  2.573E+04  1.132E+04  1.427E+04  3.171E+04  4.448E+04  1.581E+04
  2.150E+04  2.699E+04  3.922E+04  3.902E+04  1.283E+04  8.596E+03  8.627E+03  1.810E+04  3.738E+04  1.759E+04
  2.685E+04  2.697E+04  1.753E+04  4.171E+04  3.528E+04  1.546E+04  3.492E+04  2.246E+04  3.197E+04  3.389E+04
  2.662E+04  1.394E+04  2.984E+04  5.815E+04  2.292E+04  3.513E+04  1.990E+04  1.034E+04  4.371E+04  4.149E+04
  6.512E+04  3.276E+04  5.445E+04  4.201E+04  3.038E+04  3.407E+04  3.381E+04  2.451E+04  4.601E+03  4.087E+04
  4.882E+04  3.698E+04  7.996E+04  3.637E+04  4.640E+04  2.956E+04  3.253E+04  1.388E+04  3.582E+04  7.718E+04
  2.154E+04  5.673E+04  5.392E+04  2.332E+04  3.102E+04  3.036E+04  3.688E+04  2.958E+04  5.189E+04  3.871E+04
  4.758E+04  3.405E+04  2.577E+04  3.604E+04  2.811E+04  2.567E+04  3.544E+04  2.282E+04  3.116E+04  4.077E+04
  1.788E+04  2.494E+04  9.421E+03  2.974E+04  3.901E+04  2.762E+04  2.025E+04  8.576E+03  1.614E+04  1.979E+04
  2.226E+04  2.747E+04  1.355E+04  5.308E+03  6.044E+03  1.487E+04  9.062E+03  1.333E+04  5.634E+03  2.305E+04
  2.030E+04  9.972E+03  4.360E+03  1.208E+04  4.600E+04  4.024E+04  2.811E+04  1.640E+04  1.989E+04  1.135E+04
  0.000E+00  9.967E+03  2.142E+04  1.674E+04  3.738E+04  1.872E+04  2.417E+03  1.074E+04  9.459E+03  2.071E+04
  1.215E+04  1.222E+04  2.422E+04  2.483E+04  8.419E+03  0.000E+00  1.138E+04  2.098E+04  1.162E+04  1.302E+04
  2.113E+04  0.000E+00  0.000E+00  1.904E+03  2.175E+04  3.382E+03  6.043E+03  1.396E+04  1.319E+04  6.306E+03
  1.065E+04  6.480E+03  1.552E+04  3.205E+03  9.740E+03  3.119E+04  1.184E+04  1.991E+04  6.834E+03  6.813E+03
  2.511E+04  2.253E+04  9.788E+03  1.497E+04  8.944E+03  1.076E+04  1.665E+04  1.239E+04  1.590E+04  3.586E+03
  8.706E+03  1.629E+04  1.810E+04  1.420E+04  2.587E+04  1.093E+04  3.955E+03  1.357E+04  0.000E+00  5.751E+03
  8.400E+03  1.864E+04  2.897E+04  1.456E+04  1.484E+03  5.376E+03  4.114E+03  8.746E+03  7.001E+03  2.068E+04
  1.827E+04  3.726E+02  1.407E+04  1.107E+04  3.924E+03  9.830E+03  1.469E+03  8.889E+03  8.890E+03  1.674E+04
  1.025E+04  1.938E+03  1.178E+04  7.583E+03  1.119E+04  2.466E+04  1.544E+04  1.509E+04  9.536E+03  1.682E+04
  4.497E+03  5.747E+03  7.880E+02  5.668E+03  7.862E+03  1.749E+04  9.544E+03  1.870E+04  8.918E+03  1.278E+04
  4.647E+03  3.822E+03  1.069E+04  5.211E+02  6.240E+03  1.528E+04  3.119E+03  1.488E+04  7.134E+03  0.000E+00
  0.000E+00  2.421E+03  1.768E+04  1.325E+04  2.273E+04  4.361E+03  0.000E+00  1.130E+04  2.793E+04  1.641E+04
  6.265E+03  2.058E+04  2.273E+04  1.912E+04  2.739E+04  2.790E+03  1.999E+03  7.987E+03  5.412E+03  0.000E+00
  9.616E+03  1.159E+04  2.382E+03  2.571E+04  1.189E+04  1.201E+04  2.260E+04  1.137E+03  4.921E+03  1.681E+04
  1.298E+04  6.756E+03  0.000E+00  0.000E+00  7.385E+03  9.478E+03  1.482E+03  1.796E+03  0.000E+00  0.000E+00
  1.323E+03  1.945E+04  2.649E+04  2.575E+04  2.580E+04  4.347E+03  1.856E+04  0.000E+00  0.000E+00  1.639E+03
  1.517E+04  1.590E+03  2.117E+04  1.101E+04  7.412E+03  2.417E+04  2.014E+03  4.072E+03  3.689E+04  1.510E+04
  1.140E+04  1.912E+03  1.566E+04  3.103E+04  9.472E+03  1.345E+04  1.060E+04  1.901E+03  1.119E+04  6.474E+03
  1.590E+04  2.168E+04  2.233E+04  2.010E+04  2.727E+04  1.794E+04  1.960E+04  2.123E+04  1.899E+04  3.247E+03
  9.579E+03  3.586E+04  2.760E+04  1.103E+04  1.416E+04  3.912E+04  1.083E+04  4.728E+04  3.288E+04  4.886E+04
  6.017E+04  3.402E+04  2.503E+04  1.821E+04  3.741E+04  2.596E+04  3.694E+04  2.905E+04  1.721E+04  1.846E+04
  2.038E+04  4.261E+03  2.123E+04  2.231E+04  1.097E+04  1.843E+04  2.322E+04  4.026E+04  1.500E+04  9.396E+03
  1.998E+04  1.775E+04  1.191E+04  1.775E+04  1.600E+04  5.706E+03  9.648E+03  4.437E+03  6.181E+03  1.541E+04
  1.388E+04  6.159E+03  1.312E+04  2.512E+03  2.468E+03  1.115E+04  1.550E+04  1.803E+04  1.511E+04  1.225E+04
  1.850E+04  2.446E+03  1.681E+04  5.884E+03  1.766E+04  4.873E+03  4.115E+03  5.851E+03  9.823E+02  7.609E+03
  7.795E+03  9.105E+03  9.128E+03  1.303E+03  0.000E+00  1.843E+03  9.857E+03  5.297E+03  4.716E+03  5.636E+03
  3.031E+03  4.012E+03  1.116E+04  1.020E+04  3.018E+03  0.000E+00  7.626E+03  1.840E+04  3.857E+01  0.000E+00
  0.000E+00  0.000E+00  4.709E+03  2.211E+04  3.474E+03  4.694E+03  6.462E+03  2.417E+03  5.413E+02  0.000E+00
  0.000E+00  9.056E+02  6.706E+03  3.761E+03  5.817E+02  8.328E+03  5.444E+03  2.406E+03  7.170E+03  8.927E+03
  8.255E+03  5.707E+03  3.180E+03  2.839E+04  4.746E+03  4.160E+03  8.104E+03  9.875E+03  1.070E+04  3.232E+03
  3.819E+03  1.689E+03  0.000E+00  1.468E+04  2.205E+04  1.120E+04  7.199E+03  1.966E+04  2.774E+04  3.146E+04
  3.115E+04  2.086E+04  2.236E+04  2.908E+03  1.362E+04  1.171E+03  2.228E+04  1.192E+04  1.811E+04  3.131E+04
  1.949E+04  3.293E+04  1.780E+04  1.523E+04  1.041E+04  1.818E+04  1.703E+04  1.391E+04  2.185E+04  3.093E+04
  9.291E+03  4.870E+04  2.504E+04  9.049E+03  2.580E+04  1.480E+04  2.289E+04  1.822E+04  5.372E+03  1.443E+04
  1.377E+04  3.185E+04  1.417E+04  1.057E+04  3.035E+04  2.322E+04  1.457E+04  5.334E+03  7.807E+03  8.473E+03
  1.067E+04  3.743E+04  1.219E+04  3.119E+04  1.852E+04  2.210E+04  1.921E+04  2.424E+04  4.166E+04  2.676E+04
  1.320E+04  2.479E+04  2.754E+04  2.665E+04  3.942E+04  3.090E+04  3.331E+04  2.690E+04  2.826E+04  1.955E+04
  3.846E+03  2.700E+04  3.044E+04  3.512E+04  1.376E+04  9.819E+03  2.890E+04  4.237E+03  3.319E+04  3.979E+04
  1.593E+04  1.795E+04  2.559E+04  3.636E+04  3.174E+04  3.862E+03  3.148E+04  3.860E+04  3.104E+04  4.300E+04
  3.027E+04  5.187E+04  2.877E+04  2.990E+04  1.517E+04  3.098E+03  2.322E+04  4.456E+04  8.129E+03  1.114E+04
  1.149E+04  1.903E+04  5.370E+04  4.479E+04  8.944E+03  7.073E+03  3.068E+04  1.769E+04  1.953E+04  2.068E+04
  3.061E+04  2.382E+04  1.913E+04  2.459E+04  1.582E+04  3.542E+04  2.867E+04  3.542E+04  2.962E+04  3.714E+04
  2.286E+04  3.362E+04  4.760E+04  3.151E+04  1.513E+04  2.893E+04  4.997E+03  2.836E+04  3.910E+04  2.759E+04
  4.213E+04  4.732E+04  6.230E+04  3.102E+04  3.580E+04  5.159E+04  2.758E+04  3.208E+04  7.051E+03  4.172E+04
  4.110E+04  1.979E+04  5.203E+04  4.066E+04  6.272E+04  3.379E+04  2.403E+04  2.762E+04  3.668E+04  5.193E+04
  4.678E+04  4.075E+04  5.822E+04  2.528E+04  1.234E+04  2.873E+04  3.388E+04  3.140E+04  3.944E+04  4.777E+04
  5.037E+04  4.472E+04  2.915E+04  3.807E+04  3.020E+04  3.525E+04  3.456E+04  2.797E+04  2.468E+04  1.908E+04
  4.405E+04  1.989E+04  1.806E+04  1.378E+04  3.707E+04  2.129E+04  1.478E+04  6.850E+03  1.304E+04  1.109E+04
  1.506E+04  1.416E+04  2.045E+04  0.000E+00  1.460E+04  1.274E+04  1.613E+04  1.054E+04  8.127E+03  1.719E+04
  2.165E+04  2.151E+04  3.536E+03  3.650E+03  2.503E+04  4.089E+04  4.322E+04  2.080E+04  1.304E+04  1.256E+04
  8.502E+03  5.888E+03  1.930E+04  2.476E+04  9.319E+03  2.292E+04  2.999E+04  2.502E+04  1.471E+04  6.966E+03
  2.627E+04  1.210E+04  1.290E+04  2.615E+04  1.689E+04  1.013E+04  6.044E+03  1.827E+04  2.135E+04  5.346E+03
  8.214E+03  1.797E+04  1.663E+03  3.076E+03  5.220E+03  8.322E+03  0.000E+00  0.000E+00  3.650E+03  3.146E+04
  2.740E+04  9.152E+03  2.360E+04  5.180E+03  0.000E+00  2.765E+04  8.111E+03  5.451E+03  3.017E+03  8.928E+03
  0.000E+00  1.933E+04  1.796E+04  1.275E+04  1.487E+04  1.751E+04  4.466E+03  5.661E+03  3.260E+03  0.000E+00
  3.838E+03  1.611E+04  1.367E+04  8.532E+03  1.702E+04  1.399E+04  9.722E+03  1.641E+04  4.188E+03  3.548E+02
  5.087E+03  4.383E+03  1.771E+04  3.773E+04  3.190E+04  3.163E+03  1.361E+04  9.153E+03  4.231E+03  7.999E+03
  7.277E+03  1.535E+04  4.279E+03  3.925E+03  9.756E+03  6.891E+03  6.011E+03  2.454E+03  6.691E+03  1.438E+04
  1.034E+04  1.777E+04  8.912E+03  1.493E+03  2.206E+04  1.586E+04  1.021E+04  1.028E+04  3.874E+02  9.660E+03
  1.208E+04  1.797E+04  1.612E+04  1.575E+04  1.666E+04  8.183E+03  5.693E+03  3.512E+03  1.597E+04  1.248E+04
  2.696E+04  4.908E+03  0.000E+00  0.000E+00  1.739E+04  2.163E+04  3.162E+03  6.997E+03  1.460E+04  2.190E+04
  1.114E+04  1.206E+04  0.000E+00  6.774E+03  8.469E+03  4.411E+03  8.044E+03  9.505E+03  3.811E+03  5.883E+03
  2.715E+03  2.570E+04  3.169E+02  0.000E+00  2.113E+04  2.128E+04  1.431E+04  3.103E+04  1.064E+04  1.835E+04
  9.999E+02  1.529E+04  7.517E+03  5.684E+03  1.659E+04  1.203E+04  1.706E+04  0.000E+00  2.989E+03  1.684E+04
  1.602E+04  1.740E+04  5.642E+02  5.033E+03  1.494E+04  8.239E+03  1.057E+03  2.222E+03  0.000E+00  0.000E+00
  4.601E+03  0.000E+00  1.258E+04  7.955E+03  4.979E+03  0.000E+00  1.270E+04  0.000E+00  0.000E+00  1.571E+04
  6.795E+03  1.096E+04  1.177E+04  1.321E+04  2.403E+04  4.974E+03  1.096E+04  1.260E+04  9.186E+03  2.236E+04
  2.500E+04  1.190E+04  3.533E+04  1.618E+04  3.957E+03  1.619E+04  1.395E+02  1.074E+04  1.846E+04  1.722E+04
  1.603E+04  8.136E+03  2.395E+04  1.413E+04  1.125E+04  4.954E+03  2.010E+04  4.337E+04  3.345E+04  1.727E+04
  2.602E+04  1.942E+04  3.673E+04  1.727E+04  1.849E+04  3.339E+04  3.088E+04  2.982E+04  1.502E+04  2.545E+04
  6.007E+04  2.980E+04  1.748E+04  2.145E+04  8.369E+03  2.349E+04  2.118E+04  1.503E+04  2.405E+04  1.827E+04
